course_code,course_name,course_description
MGMT723,Creativity Research: Global and Asian Perspectives,"It is widely acknowledged that creative thinking is a key to individual and business success in the 21st century. In recent years, creativity research has gained considerable traction in the field of management and organizational behavior. This course focuses on research in creativity in an organizational setting, drawing on perspectives from Asia and around the world. Through this course, you will be exposed to classic as well as contemporary research in creativity. You will gain a good understanding and appreciation of how scholars define and measure creativity. As the field is constantly evolving, you will be challenged to assess current research critically and propose new perspectives and approaches to think about creativity research. Importantly, you will be tasked to take an Asian perspective and critically assess the state of creativity in Asia and explore how Asian employees and organizations can be more creative.

This course is a Ph.D. level course and primarily employs a doctoral seminar format, supplemented with case studies and lectures. We meet each session to discuss the set of assigned readings (see reading list below). My role is that of a general facilitator and moderator. Each session, one or two students (depending on class size) will be responsible for leading the class discussion for an assigned article, summarizing the major findings, key takeaways and themes; it will be everyone s responsibility to contribute actively to class discussions."
MGMT724,Financing Innovations,"In this course, we will address broader issues financing innovation and growth ventures. As such this course deals with two key issues  

1. How to focus on forward-leaning strategic growth strategies and metrics (e.g., Options Value), as opposed to retrospective performance measures for tactical interventions (e.g., ROI),

2. How to manage risk inherent in launching innovations and investing in growth strategies within dynamic, evolving markets.

3. The course will focus on financing and managing uncertainly, growth and risk."
MGMT725,Advanced Topics in Strategy and Organisation,To provide the students with exposure to a number of different advanced topics in strategy and organisation   especially those that are related to the research conducted in the area.
MGMT726,Introductory Research Project,"Empirical analysis is the science of analyzing data to convert information to useful knowledge. The empirical project is intended to provide you with a soft start on doing research with a problem of limited scope. The results of your empirical project can be used in your dissertation, obviously, it will be a small part of your dissertation if you eventually continue to work on the same topic.
In this course you will start to conduct research using empirical methods, which rely on observation and experimentation as a pilot project prior to embarking on your dissertation. This course will enable you to use empirical research methods in your field, with a topic and a data set that you will choose in collaboration with your advisor. If you do not have an advisor at this stage, you can work on your empirical project with any professor that you are interested in working with on research. Topics include the formulation of the question to be investigated and the creation of resulting hypotheses, the collection of data and the analysis of the data collected, and the interpretation and study of analysis results. The methods of data collection and the analysis of data depend on the needs of the research question (to be decided between you and the professor guiding you on the empirical project). These methods include but are not limited to one-on-one interviews, surveys and questionnaires, case study methods, and more involved econometric analysis if you have the right data set. The data can be gathered from publicly available resources."
MGMT727,Empirical Project,"Empirical analysis is the science of analyzing data to convert information to useful knowledge. The empirical project is intended to provide you with a soft start on doing research with a problem of limited scope. The results of your empirical project can be used in your dissertation, obviously, it will be a small part of your dissertation if you eventually continue to work on the same topic.
In this course you will start to conduct research using empirical methods, which rely on observation and experimentation as a pilot project prior to embarking on your dissertation. This course will enable you to use empirical research methods in your field, with a topic and a data set that you will choose in collaboration with your advisor. If you do not have an advisor at this stage, you can work on your empirical project with any professor that you are interested in working with on research. Topics include the formulation of the question to be investigated and the creation of resulting hypotheses, the collection of data and the analysis of the data collected, and the interpretation and study of analysis results. The methods of data collection and the analysis of data depend on the needs of the research question (to be decided between you and the professor guiding you on the empirical project). These methods include but are not limited to one-on-one interviews, surveys and questionnaires, case study methods, and more involved econometric analysis if you have the right data set. The data can be gathered from publicly available resources."
MGMT728,Business Research,"Research methods is the science of collecting data, analyzing data to convert information to useful knowledge. The research methods course is intended to provide you with some tools for doing research both qualitatively and quantitatively, given that impactful applied research is largely exploratory in nature, we will focus on qualitative methods to a larger extent in this course. The methods of research that will be demonstrated in this course can be used in your dissertation, obviously, it will be a subset of the research methods that you can use in your dissertation.

In this course you will start to study research methods, which rely on observation and experimentation, prior to embarking on your dissertation. This course will enable you to use research methods in your chosen field of research, we have identified a set of premier faculty at SMU, who are all very well regarded in their respective fields for conducting this course. They also have a very wide range of interests, which will enable DBA candidates with different research interests to see a wide range of research methods in different fields. Topics that will be covered in this course include the formulation of the question to be investigated and the creation of resulting hypotheses, the collection of data and the analysis of the data collected, and the interpretation and study of analysis results. The methods of data collection and the analysis of data depend on the needs of the research question, these methods include but are not limited to one-on-one interviews, surveys and questionnaires, case study methods, and more involved econometric analyses, we will focus more on qualitative research methods in this course and less on involved econometric analyses."
MGMT729,Research and Design Method,"Research methods in different fields of research in business are diverse in terms of focus, methods used, and analysis, based on the ways that fields have evolved, and the data that can be collected with those methods. However, there are some common underlying themes of research methods across areas, that can be ported across different streams of literature to enable researchers to learn from diverse streams of research. In this course, we will take a deep dive into the research methods used in areas as diverse as Operations Management, Strategy, Economics, OBHR, Accounting and Finance.

Research methods usually vary by the richness of the literature in the desired field of study, Exploratory research is typically conducted at the beginning of the evolution of a field, when the questions associated with a topic are not well understood, studies in this phase are largely driven by observations in the industry, and an understanding of common practices, coupled with theoretical arguments of what constitutes good practice. Gradually, an established theory evolves that becomes the dominant theory to explain the topic, after that, the research on the topic moves to the descriptive phase, in which the research methods used are more detailed, causal effects can be established, and the data gathering and analysis processes are based more on involved econometric analyses. In this course, we will look largely at exploratory research methods used in the areas of as Operations Management, Strategy, Economics, OBHR, Accounting and Finance, as exploratory early stage research typically leads to a higher impact."
MGMT730,Pro-Seminar in Strategic Management & Organisation,The purpose of this course is to introduce area members  main research topics and interests to the new PhD students. Each week one or two faculty members will present their research work so as to expose incoming PhD students to interesting problems in the field. It is envisaged that this course will jump start the matching process between students and PhD supervisors.
MGMT731,Case Writing and Teaching II Workshop,"Case studies are central to business school teaching and learning.  No other approach typifies the business school experience more than the case study.  But what is the case method?  What is the difference between teaching with case and being a case-method instructor?  And what are the basic skills that anyone will need if they wish to write and teach with case studies>

During our one-day workshop we will answer these questions and introduce to you the basic skills for both teaching a case and writing one.  This will include essential capabilities such as how to open a case study, what types of questions you can ask, how to draw out a tension within the case, dealing with competing points of view, and closing the case discussion.  We will then step-up onto the balcony and look at the rhetorical devices written into case studies that enable good discussion and learning."
MGMT732,Academic Writing Workshop,"This course equips you with strategies that will enable you to present your research to the academic community in a clear, persuasive and impactful way.  Since this course aims to develop your academic writing skills, you will be exposed to writing strategies that will enable you to craft a well-substantiated and well-structured dissertation that carries weight in the academic space and adds value to the business environment."
MGMT733,Engaging Students in Higher Education through a Rewarding Blended Learning Experience,"Educational blended learning approaches combine online digital media with traditional classroom methods. The term blended learning refers to a student-centered approach aimed at creating a rich and rewarding learning experience whereby the learner interacts with other students, with the instructor, and with quality content (e.g. relevant learning objects) through effective integration of online and face-to-face environments. To be successful, blended learning approaches require cognitive, social and teaching  presence  of both instructor and student.

This course will introduce you to several practical blended learning approaches, drawing on experiences and examples from various courses taught by the (award-winning) instructor at SMU and elsewhere. Through this course, you will be exposed to contemporary research on blended learning, and you will have the opportunity to apply what is being taught straightaway with reference to your own teaching and learning agenda.

This course is a Ph.D. level course and employs a (sharing) workshop format, supplemented with interactive lectures and hands-on blended learning development activities."
MGMT734,Research in Global Supply Chain,"A supply chain is a network of firms and relationships that produce products/services to market, including the original acquisition of raw materials, production at a manufacturing facility, distribution to a retailer, sale of the finished products to the customer, and any installation, repair, or service activities that follow the sales. How to effectively manage the supply chain is a central issue for all levels of management, regardless of industry. More demanding customers, the Internet and digital technology, advanced transportation technologies, growing competitive pressures, and globalization create new opportunities and challenges on how supply chains should be configured and managed. Many innovations and new business models have emerged, arising from applications of information technology and reconfiguration of the supply chain network.

This course will cover the important topics related to all the issues in supply chain management. The emphasis is on exploring the general framework and key decision-making in supply chain management, and understanding the analytical methods in supply chain management."
MGMT735,Theory Construction and Research Design,"This course provides an overview of the scientific research process, and the interrelationships of its various components. It focuses on the iterative nature of theory construction and testing, and the factors that need to be considered in order to develop useful theories and sound empirical tests of theories."
MGMT736,Conducting Research using Asian Data,We explore a variety of research questions using Asian / Africa data to pursue questions that have broader relevance. We use multiple methods from qualitative to quantitative to improve understanding of the utility of different research methods. I draw on Gerry George s and Phanish Puranam s courses on research methods.
MGMT737,Strategy,"This course provides an introduction to strategy. Strategy is the process of making choices through deep conversations among the top management team of an organization. The outcome of this is a shared understanding of where the organization is heading after careful consideration of the environment as well as the strengths, weaknesses, and resources of the organization. This is encapsulated in a living strategy document.

The course will examine various strategic challenges facing companies today from going digital, finding growth, building sustainable advantage, creating value for customers, and capturing emerging markets."
MGMT738,Statistical Techniques," The sexiest job this century so much data but so few who understand it Demand is growing for...making sense of mountains of data in this age  (ST, 14 June 2013) Of ever-increasing importance, many jobs now need at least a working knowledge of statistics, or more ideally, competence in statistical software and interpretation of results. This course aims to equip students with the skills to analyze quantitative data. It aims to empower students with the skills to recognize and apply correct statistical know-how to real-world problems."
MGMT739,Seminar on Decision Making in Organisations,"This course focuses on decision making, an essential activity that drives the success and survival of organisations.  Decisions must be made on a regular basis about the overall direction as well as about the various functions of the firm.  In the organisational context, decisions tend to be made at the top, although they are influenced by the thinking and learning that occurs across all levels.

We will cover some of the key areas of decision making research.  In each of these, we will examine both conceptual and empirical papers that have contributed over time to our knowledge of the topic.  In discussing the papers on a particular topic, we will also focus on the various theoretical frameworks and methodological approaches that have been used to investigate different questions.

For the most part, these topics have been arranged in historical order.  We begin with the basic models of decision making and then move on to various drivers of decision making in organisations. We will conclude with considerations of decisions that are taken within a specific context, such as in a creative setting or in a risky environment. This course should give you a basic overview of both the potential and the challenges of various aspects of decision making."
MGMT740,Effective Teaching Workshop,"This course equips you with strategies that will enable you to present your research to the academic community in a clear, persuasive and impactful way.  Since this course aims to develop your academic writing skills, you will be exposed to writing strategies that will enable you to craft a well-substantiated and well-structured dissertation that carries weight in the academic space and adds value to the business environment."
MGMT741,Research in Organizational Behaviour,The two seminars of organizational behavior will (1) help you to understand the history and recent development of studies in organizational behavior as a research discipline and (2) help you to be familiar with literature on different areas of organizational behavior.
MGMT742,Research in E-Commerce,"The birth of the Web spawned a rash of business opportunities. The Internet greatly facilitated formation creation, search, distribution, and sharing so that some even claimed that old business principles no more hold. However, the subsequent dot-com meltdown cast a gloom over e-commerce. Despite the failure of many dotcoms, the growth of the Internet, Web, B2C, and B2B commerce have mostly exceeded initial expectations. Now, investors are once again interested in e-commerce companies as new technologies (web 2.0, Internet of things) spur a new round of innovations. This course explores the various phenomena in this blooming area. The purpose of this course is to provide an overview of the latest research in various subjects in e-commerce. Articles to be covered will mainly come from academic research journals, but there are some from applied business journals, such as Harvard Business Review. Faculty will discuss with students the most representative studies in the areas the theory that explains the enormous power of  e-Economy . Students will bring the real world experience to discuss potential applied research topics.

In this course, we begin by examining the unique aspects of ecommerce enabled by the digital technology. We then delve into understanding online consumer behaviors, especially we will focus on the impacts exerted by similar others. Later we will take a look at digital marketing, trying to understand what make content viral and how. Afterwards, we consider new phenomena in online retailing, such as multisided platform, long tail, omnichannel retailing, and online reputation systems. Finally, we explore different new trends and strategy dynamics, for example, crowdsourcing, crowdfunding, and online healthcare network. The course ends with the presentation of project reports.

The course will show case students how to identify and generate potential research topics in e-commerce, design a workable research strategy, formulate logical arguments, and present long literature proposal."
MGMT743,Research in Big Data and its Business Applications,"The purpose of this elective course is to provide an overview of the latest research in big data and data-driven business intelligence applications. Various topics include data mining algorithms and applications such as customer analytics, text mining, web mining, and social network analysis. Students will be required to review academic research articles as well as applied and trade journals, such as Harvard Business Review, McKinsey Global Institute reports, etc. Students will also be involved in sharing and discussions of their real world experience for potential applied research projects. Students will complete a theme paper that demonstrates data-driven business applications."
MGMT744,Research in China Economy,"China has experienced fast growth for 4 decades and has become the second largest economy in the world. But since the world economic crisis, China s economic growth has been declining. This course starts from China s administrative system, and explains its growth model. We also analyze the distortions in the production factor markets, including financial, land and labor markets. China s demand structure, industrial structure, income distribution, urban-rural and regional development will be studied during the course. We will deeply explain China s economic policies from its micro-economic foundation. For this large, developing and open economy, we also emphasize the importance of urban-rural and regional development under a spatial-economic view, as well as a global view to understand international relationship."
MGMT745,Research Methods for Business Professionals,"This course provides an overview of the scientific research process, and its various components. The first part of the course (sessions 1-3) focuses on the iterative nature of theoretical model construction and testing, and the factors that need to be considered in order to develop useful theoretical models and sound empirical tests of such models. The second part of the course (sessions 4-6) focuses on research design, and the basic issues one considers in conducting empirical research. For sessions 3-6, empirical journal papers are used to illustrate the different modes of research. The course will provide students with opportunities to develop their own research ideas into testable hypotheses with corresponding appropriate research designs."
MGMT746,Strategic Management III,"The course involves six face-to-face class sessions held on the SMU campus. Sessions 1~5 will consist of a three to four-hour discussion during which a collection of article will be openly discussed and debated. The purpose of these sessions is to introduce conceptual material to engage in analysis and to understand conceptual developments in strategic management. Session 6 will differ in that each student will present an idea for an original research project that is suggested by the week s readings and discussions. Student will be given 20 minutes in total (15 mins for presentation; 5 mins for Q&A) for their Session 6 presentation.

The success of your learning depends on your active attention to the material at hand. Attempts to integrate the material with other courses and/or student projects are welcome. Through this and other courses students should develop an appreciation for the varied trajectories of strategic management research, and start to develop your own positions for engagement in research in the field of strategic management.

The class, to the extent possible, will be student directed. For some portion of each class, one student will take responsibility for preparing and facilitating the class discussion. During the seminars, students will be asked to present and offer ideas and concepts within the domain of strategy, in an attempt to foster the development of competing and/or complementary perspectives across varied disciplines or varied strategy problems.

The ultimate objective is to help future strategic management teachers understand, appreciate, and use concepts from the field in their educational and scholarly pursuits. In addition, the course will expose students to the nature of academic research and the social context of the field of strategy, and it will help prepare them for doing independent work."
MGMT747,Research in Innovation and Technology Management,"Scientific and technological innovation has become an important means to promote the comprehensive competitiveness of a country. Innovation has received more and more attention from the world and China. China has implemented the strategies of building an innovative country and of driving the development by innovation. This course focuses on the following:

1. Innovative country construction and innovation driven development strategy.
        This topic covers the basic types of innovation and the strategic perspective 
        of innovation, the evolution and characteristics of typical innovative
        countries, the main characteristics and patterns of innovative countries, why
        we need to build an innovative country, the gap between China and the
        innovative countries and the mode choice to build an innovative country, new
        theoretical thinking of innovation driven development and the connotation
        and path of innovation driven development.

2. Technological progress and technology transfer.Main contents include
         technology progress and its evaluation methods and applications, way of
         technology transfer, technology transfer in the knowledge spiral, how to   
         enhance the competitiveness of enterprises through the knowledge creation
         field.

3. Intellectual property management and national science and technology
        innovation policy. This section introduces and discusses the basic
        characteristics of intellectual property, the intellectual property system, the
        classified management of intellectual property rights, and the case of
        company intellectual property management.

4. The role of cooperation in technological innovation. This topic includes two
         parts, the network effects on innovation between different types of firms and
         the R&D of industrial generic technologies, in which we will discuss the
         various cooperation mechanisms employed.

5. The empirical evaluation on technology innovation policies. Based on
        Chinese policy cases and firm-level data, we will discuss some empirical
         research on technology innovation policies, trying to reveal the prerequisites
         and mechanisms by which the policies work.

6. The innovation strategy and Chinese long-term economic growth. In this
        section, the main task is building the relationship between the current
        innovation strategy and the long-term economic potential in China under the
        growth accounting framework."
MGMT748,Mixed Methods Research Workshop,"This hands-on workshop aims to help you learn how to conduct mixed-methods research on your own. Specifically, this workshop focuses on conducting a case study one of the most common approaches in management and organizational studies using mixed-methods. To this end, the workshop will walk you through three stages of mixed-methods research: design, data collection, and data analysis. Importantly, to make your learning experience as meaningful as possible, you are required to bring in a real research idea that you would like to develop into a doctoral dissertation, journal article, book, or any form of publication. At the end of this three-day workshop, then, you will be able to produce the first draft proposal of your mixed-methods research, accompanied by concrete plans for pre-study. This will allow you to continue to work on your mixed-methods research project after completing the workshop and eventually publish its results."
MGMT749,Introduction to Social Science Research,"This course is composed of three sub-modules, Academic Writing, Qualitative Research and Quantative Research. Therefore, the course is designed as follows:

- Academic Writing: is designed for non English-speaking doctoral students majoring in Business Administration. Focusing on conducting research in business field, this course provides an intellectual and practical forum for developing the academic skills necessary for English thesis preparation and writing. Key topics include essentials of doing research, such as how to develop a good research topic, how to do literature review, research method design, thesis writing, etc. At the end of this course the students should be equipped with general capability of doing research in their specific areas and ready for their English thesis preparation.

- Qualitative Research: is to help students learn the fundamental knowledge of qualitative research especially case research method. It will introduce the major methods and skills about data collection, data analysis and paper writing in qualitative research process, and discuss different paradigms of qualitative research as they are used in organization and management fields.

- Quantative Research: is to teach students how to select data analysis methods appropriate for different types of research questions, as well as to use experiments to collect primary data to answer important questions in a clear and convincing fashion.

In addition, this course will also discuss academic integrity and research ethics, particularly those pertaining studies whith human subjects. This is an important issue since many students will initiate researches that involve survey, interview, ethnography or experiments."
MGMT750,Statistics,"This course is to help students learn the fundamental knowledge of quantative research methods on
data analysis and decision making. Topics covered include:
- data pre-processing and exploration
- confidence interval and hypothesis testing
- linear regression
- ANOVA
- Discriminant analysis
- principle component analysis and factor analysis
- cluster analysis
Modern statistical methods including machine learning algorithms are also briefly introduced."
MGMT751,Qualitative Method,"This course is to help students learn the fundamental knowledge of qualitative research and will introduce the major methods (case study method and interview) and skills about data collection, data analysis and paper writing in qualitative research process, and discuss different paradigms of qualitative research as they are used in organization and management fields. Therefore, the course is designed as follows:

- Positivist and interpretivist case research
- Interview
- Action research and engaged scholarship model

In addition, this course will also discuss academic integrity and research ethics, particularly those pertaining studies whith human subjects. This is an important issue since many students will initiate
researches that involve survey, interview, ethnography or experiments."
MGMT752,Business Analytics,It provides students business analytical tools such as statistics and optimization modeling to analyze data and make decision. Students will use Excel add-ins to perform analysis and solve management decision making problems.
MGMT753,Quantitative Method,"This course is to help students learn the fundamental knowledge of experimental research and will introduce the major methods (lab experiments and field experiments) and skills about experiment design, data collection, data analysis and paper writing in experimental research process, and discuss possible issues related to experimental research as they are used in management and economics fields.

This course also introduces students to a set of principles of (a) general survey research methods, (b) survey design, and (c) survey data analysis through basic statistical techniques using practical and  handson  experiences."
MGMT754,Innovation and Entrepreneurship,"This course will cover two parts. The first part covers the research seminars on innovation. The discussion will focus on the individual level and organisational challenges to foster and design organisational systems to support innovative output. The second part discusses the topic of entrepreneurship and introduces students to the major theoretical threads in the field of entrepreneurship. The discussion focuses on theory building of the factors shaping the identification, evaluation, and exploitation of opportunities using foundational theoretical lenses from sociology, economics, and psychology. The main goal is to achieve a broad overview of important and interesting issues in innovation and entrepreneurship research based on the  classics  in the field."
MGMT755,Social Networks,"The aim of this course is to provide an overview of social network research, with a focus on research that is relevant for management and organisations. This half-unit course is about introducing the more commonly used constructs and arguments in social network research. Our discussion will revolve around the ideas, arguments, and findings in this research, and will not go into the technical aspects of social network analysis. We will talk about measures and operationalisation, but will not dwell on them. As for estimations and inference with network data, I can refer those who are interested to different sources for them but the actual techniques and their application will not be discussed in detail during our sessions. Most of what we read and discuss will be at the individual level, although we will still cover work on the dyadic/relational, team, organisational, and macro levels as well."
MGMT756,Philosophy of Science and Business Research,"Philosophy of Science and Business Research will explain the doctorate requirements to DBA students. By introducing the basic paradigms and the philosophical foundations of business research, this course helps students to understand the ontology, epistemology and methodology of business studies. After this course, students will have a basic understanding about the main stream research methods, such as case study, survey, experiment and secondary data research."
MGMT757,Experimental Methods for Business,"The primary objective of this course is to provide students with the foundations, concepts, and tools needed to conduct experiments and quasi-experiments. We will cover principles of experimentation at the technical and strategic levels for business practice, including key considerations in designing an experiment. We will focus on types of experiments that are most frequently used by empirical researchers who apply this scientific technique (1) to address managerial decision problems in areas such as marketing, organizational behavior, and behavioral economics, and more generally (2) to collect data for causal inference.

Specifically, we will examine experimental methods from the perspective of an applied empirical researcher interested in studying the behavior of individuals, crowds and organisations. We will not be discussing experimental methods through the lens of a statistician, whose focus would be on the statistical theory of novel experimental design and the derivation of its mathematical foundations. This course is aimed at doctoral-level students who intend to conduct experimental and quasi-experimental research in business contexts. To facilitate our discussion, we will use marketing as an illustrative context we will present examples of experimental design and technique and discuss how experimentation is applied to improve strategic marketing decisions."
MGMT758,Creativity and Innovation Research: Asian and Global,"It is widely acknowledged that creative thinking is a key to individual and business success in the 21st century. In recent years, creativity research has gained considerable traction in the field of management and organizational behavior. This course focuses on research in creativity in an organizational setting, drawing on perspectives from Asia and around the world. Through this course, you will be exposed to classic as well as contemporary research in creativity. You will gain a good understanding and appreciation of how scholars define and measure creativity. As the field is constantly evolving, you will be challenged to assess current research critically and propose new perspectives and approaches to think about creativity research. Importantly, you will be tasked to take an Asian perspective and critically assess the state of creativity in Asia and explore how Asian employees and organizations can be more creative.

This course is a DBA level course and primarily employs a doctoral seminar format, supplemented with case studies and lectures. We meet each session to discuss the set of assigned readings (see reading list below). My role is that of a general facilitator and moderator. Each session, one or two students (depending on class size) will be responsible for leading the class discussion for an assigned article, summarizing the major findings, key takeaways and themes; it will be everyone s responsibility to contribute actively to class discussions."
MGMT759,Statistics II,"This course is to help students learn the advanced knowledge of quantitative research methods on data analysis for business research.

Covered topics include
- Principle and methods for Design of Experiments
- ANOVA and ANCOVA
- Causal inference in business research
- Multivariate methods
        o MANOVA
        o Discriminant analysis
        o Principle component analysis and factor analysis
        o Cluster analysis
- Meditation and Moderation test
- Replication of an empirical study"
MGMT760,Sustainability,"This course is designed to expose students to the current and emerging research topics in sustainable finance and sustainable operations management. It covers diverse aspects of sustainable finance, including ESG measurement, corporate social responsibility, sustainable & responsible investing and integrated reporting to provide sophisticated and rigorous training at the nexus of sustainability and business management. It introduces research areas related to sustainable actions and policies, and the role that operations plays in facilitating sustainability at different phases of the product life cycle. It will explore specific tools and methods including life cycle assessment, remanufacturing, closed-loop supply chains, waste-to-energy operations and industrial symbiosis. Students in this course also get exposed to various research methods in the field of sustainable finance and sustainable operations management through the critical reading of assigned articles."
MGMT761,Dissertation Research,"The most exciting journey in a DBA program is that of writing a dissertation. This workshop takes the DBA candidate on the dissertation journey, starting with questions such as what (discipline, area or topic), why (would the topic be interesting), who (do I work with), when (do I start) to where (do I start). Participants will be provided with a process to jump start the thesis journey and in particular, a series of exercises to guide them in the crafting of their thesis proposal. This 1.5 days blended workshop will provide students with frameworks in the online session (1 day) and practical hands-on brainstorming, sharing and feedback in the face-to-face session (0.5 day). The practical session is built on the foundation of the exercises assigned in the online session. Participants are expected to have completed the exercises before meeting in person."
MGMT6003,Solving a Human Capital Challenge from Business Perspective,"This course provides an opportunity for participants to examine a key human capital challenge from a business perspective, to systematically review and examine the research that informs us on the challenge, and with the information, to design and execute a study to examine the different means by which the challenge can be resolved. The applied nature of the report requires a critical evaluative approach, empirical investigation and analysis and a combination of academic research and business report writing skills."
MGMT6005,Consulting Project,"The practicum course allows students to apply a cross-disciplinary approach while considering both business model and business solution formulation. It prepares students for the complex business environment of today by emphasizing the application of academic knowledge accumulated in prior courses to solving real world problems. The course develops in students an ability to identify problems and develop solutions by analytic review and abstract idea generation. To achieve this, we will take on  real world  business projects as consultants with an expectation of thoughtful analysis, innovative ideas, and professional results."
MGMT6006,Management of Technological Innovations,"This course introduces students to issues pertaining to the management of technological innovations.  Innovations in technology hold huge potential to improve the daily life of ordinary citizens, but can also be risky and uncertain a priori.  Case studies of such innovations will be examined, and tools to manage these risks and uncertainties explained.  In addition, the role of network effects and lock-in for technological innovations, as well as retaliatory actions from competitors will be discussed."
MGMT6007,HC Analytics and Research for Management Insights,"Human capital (HC) decisions are increasingly based on rigorous evidence and analysis. This course is divided into two sections that cover (1) research methods used to generate rigorous evidence and (2) analytical methods used to generate insights for HC decisions.

Research methods represent the  how  of the scientific study of theoretical and applied questions. Appropriate research methods allow us to rigorously investigate and develop evidence to address important problems. This section of the course is an introductory master-level seminar on empirical research methods in the context of business research. It will focus on different types of research designs and methods, such as lab experiments, field experiments, and survey research. It is meant to help students make informed choices about designing and conducting their own research studies effectively and ethically.

HC analytics focuses on the use of people data for HC decisions and it involves mapping HC initiatives to business outcomes.  The key benefits of employing HC analytics include quantifying returns on HC investments and optimizing employee investments to achieve tangible business outcomes. However, the challenge faced by HC practitioners lies in knowing what to analyze and how to analyze.  Reports have revealed that only a small percentage of HC practitioners are proficient in undertaking advanced univariate analyses and that an even fewer number can perform advanced multivariate analyses.  This proficiency gap suggests a need for HC practitioners to be more competent in this field. The focus of this section of the course is to narrow this gap, allowing HC professionals to play a more strategic role within their organizations through equipping them with the ability to undertake some useful HC analytics on available organizational employee data. The course will use the SPSS software package, chosen for its ease of use and commercial accessibility."
MGMT6008,Innovation Development: Turning Concepts into Business Cases,"This course introduces students to the basic conceptual frameworks and tools for translating  ideas  into business cases and assessing their potential in order to successfully tap into market opportunities with effective go-to-market strategies. Core course components include (i.) creating, articulating and evaluating new innovation ideas and viable (scalable) new venture opportunities, (ii.) estimating demand and market size, (iii.) analyzing and validating business models, and (iv.) concluding the financial potential and risks of new business ideas. To achieve the course objectives, students will engage in group discussions to apply and deepen new knowledge by learning with trial & error, and go through case studies to take into account the processes and experiences of successful firms (and their business cases) in different industries. The students will learn to take the perspectives of entrepreneurs,  intrapreneurs  (agents for innovation in larger organisations) and venture capitalists. The course will be taught in the form of lectures, class exercises and case study discussions."
MGMT6009,Strategic Management,"This course introduces students to the theoretical concepts and analytical tools required for formulating and implementing appropriate strategies that affect the enduring success of the entire organization. Topics covered include external and internal environmental analyses, competitive strategies, corporate strategies, international strategy, merger and acquisitions and strategic alliances. This course emphasizes the application of theory to a number of real world strategic issues. Students are encouraged to synthesize knowledge from other business courses into a comprehensive understanding of firms  competitive advantages."
MGMT6010,Strategic Management,"This course introduces students to the theoretical concepts and analytical tools required for formulating and implementing appropriate strategies that affect the enduring success of the entire organization. Topics covered include external and internal environmental analyses, competitive strategies, corporate strategies, international strategy, merger and acquisitions and strategic alliances. This course emphasizes the application of theory to a number of real world strategic issues. Students are encouraged to synthesize knowledge from other business courses into a comprehensive understanding of firms  competitive advantages."
