,School,Major,Course_Code,Course_Name,Course_Description,Prereq,Category,cluster_assigned,dominant_topic,topic_keywords,topic_distribution
455,SMU,Core Curriculum,COR2223,Frontiers of Modern Computing: Present Essentials and Future Promises,"The pace of development in modern computing can be bewildering. New technologies appear, making headlines, yet the important details of what they are and how they work often seem to be secrets that are accessible to only an initiated few. This course provides an introduction to the hot technologies in modern computing, demystifying terminology and breaking down the relevant technical information for students of all backgrounds. The course scope encompasses both hot topics that grab headlines, and recent developments that have become central to modern computing infrastructure, understanding how the technology developed to this point, and examining where it may progress in the future. Typical topics include blockchain, Internet of Things, cloud computing and machine learning.
This course will equip you with an understanding of key contemporary technologies. It does not shy away from technical details, but presents them in an accessible manner so that you can grasp the capabilities and purpose of the tools discussed. As advances in computing methods are evolved from existing techniques, the insights gained from this course will also give you a head start in getting to grips with further developments in computing in the future. You will also be invited to consider the ethical implications and moral responsibilities of deploying the technologies that pervade our daily lives.",,GE,"('Project Management', 'will, with, business, this, course, students, market, financial, risk, analytics', [('Project Management', 0.44600394), ('Algorithms and Numerical Methods', 0.16133888), ('Machine Learning', 0.3905442), ('Math and Statistics', 0.0021129504)])",Project Management,"will, with, business, this, course, students, market, financial, risk, analytics","[('Project Management', 0.44600394), ('Algorithms and Numerical Methods', 0.16133888), ('Machine Learning', 0.3905442), ('Math and Statistics', 0.0021129504)]"
456,SMU,Core Curriculum,COR2224,"AI: Past, Present, and Future","What is AI? How does it work, and how do we use it to solve problems? This course co-taught by three experts is an integrative endeavour that strives to address the development of AI technologies across disciplines, across theory and practice, and across past, present, and future. It will introduce students to the fundamental ideas of AI, combining perspectives from history, technology, and
business to develop a well-rounded understanding of the origins of the field, its current state of the art, as well as aspirations for the future. With insights from real industry case studies, you will acquire a practical knowledge of the ways AI techniques can, or cannot yet, enhance organisational operations.
You will hone your critical thinking skills and practice the problem-solving process that analysts employ in the deployment of AI solutions. Looking ahead, you will gain a preview of the future directions of AI as set by government policies and developing technologies while confronting their social, cultural, and ethical implications.",,GE,"('Machine Learning', 'learn, will, course, this, with, students, that, machine, from, such', [('Project Management', 0.31680986), ('Algorithms and Numerical Methods', 0.2677289), ('Machine Learning', 0.41258726), ('Math and Statistics', 0.0028739553)])",Machine Learning,"learn, will, course, this, with, students, that, machine, from, such","[('Project Management', 0.31680986), ('Algorithms and Numerical Methods', 0.2677289), ('Machine Learning', 0.41258726), ('Math and Statistics', 0.0028739553)]"
457,SMU,Core Curriculum,COR2226,"Information Technology Policy, Law and Regulations","New economies have emerged within the last two decades including digital models of transaction and disruptive innovations to major industries. Electronic commerce has become ubiquitous as is digital forms of human interaction and communication. Also, Internet intermediaries have taken on a major role as facilitators of commercial and non-commercial transactions online. These include social networking platforms (e.g. Facebook, Instagram, Tiktok and Twitter), multimedia sharing platforms (e.g. YouTube, Apple Music, Spotify), search engines and news aggregators (e.g. Yahoo and Google), content hosts and storage facilities (e.g. Dropbox) and many others. Law and policy have to be adapted to deal with the roles and functions of such forms of engagement and the parties involved. Regulators in every jurisdiction are faced with the challenge to manage the new economy and players, and to balance the interest of multiple parties, in the context of areas of law including intellectual property, data protection, cloud technology and cyber-security. The social effects of the development and use of Infocomm technology have to be tackled as well, including privacy, harassment, cyberstalking and access to content.

Students taking this course will be introduced to the legal issues and solutions arising from transactions through the use of digital information, goods and services as well as via non-physical - analog and digital - channels of communication and delivery. The technological developments from Web 1.0 to 2.0 and the future of Web 3.0 with its impact on human interaction and B2B/B2C commerce as well as e-governance will be examined in the context of civil and criminal law. In particular, this course examines the laws specifically arising from and relating to electronic transactions and interaction and their objectives and impact on the individual vis- -vis other parties. Students will be taken through the policy considerations and general Singapore legislations and judicial decisions on the subject with comparisons and reference to foreign legislation where relevant. In particular, students will be introduced to the policy behind, and the general effects of the law, relating to electronic commerce and other forms of transactions. The Electronic Transactions Act and the Singapore domain name framework; the privacy related laws and the Personal Data Protection Act; the Protection from Harassment Act; the Singapore Copyright provisions relating to Infocomm; the Computer Misuse Act and the Broadcasting Act and its regulations (including the Protection from Online Falsehoods and Manipulation Act.",,GE,"('Project Management', 'will, with, business, this, course, students, market, financial, risk, analytics', [('Project Management', 0.4084191), ('Algorithms and Numerical Methods', 0.22819383), ('Machine Learning', 0.36195382), ('Math and Statistics', 0.0014332414)])",Project Management,"will, with, business, this, course, students, market, financial, risk, analytics","[('Project Management', 0.4084191), ('Algorithms and Numerical Methods', 0.22819383), ('Machine Learning', 0.36195382), ('Math and Statistics', 0.0014332414)]"
458,SMU,Core Curriculum,COR2228,Ethnographies of Climate Change,"What is ethnographic research? How can it help us understand the complex nature and differentiated impacts of climate change? And how might it help to orient our approaches to addressing this ongoing global transformation? Grounded in cutting-edge scholarship from the anthropology of climate change and science and technology studies (STS), the course will explore these questions through a range of ethnographic readings and films. We will use a diverse set of ethnographic case studies to examine the structures and systems in which climate knowledge and responses are embedded, as well as the complexities of making both atmospheric carbon and its lived impacts legible across domains. The difficulties of scale   climate change s dual character as both an existential, species-wide threat and a particular, localized set of material challenges   will also be emphasized throughout. In addition to considering the insights of climate anthropologists, students will develop their own ethnographic research skills through in-class methods exercises. They will then apply these tools in the course's culminating assignment, an extended ethnographic case study of climate change knowledge, subjectivity, or response within Singapore.",,GE,"('Machine Learning', 'learn, will, course, this, with, students, that, machine, from, such', [('Project Management', 0.3497989), ('Algorithms and Numerical Methods', 0.20813441), ('Machine Learning', 0.3938609), ('Math and Statistics', 0.048205785)])",Machine Learning,"learn, will, course, this, with, students, that, machine, from, such","[('Project Management', 0.3497989), ('Algorithms and Numerical Methods', 0.20813441), ('Machine Learning', 0.3938609), ('Math and Statistics', 0.048205785)]"
459,SMU,Core Curriculum,COR2229,Game Theory for Modern Challenges,"This course uses some of the most pressing global problems to motivate learning of the concepts and methods of game theory. Game theory is the branch of mathematics that deals with strategic interactions: situations where the benefits and costs of each agent or actor depends not just on her actions but also on the actions chosen by other agents. Many problems of global concern, like climate change, the use of artificial intelligence, pandemics, and great power conflicts, are characterized by the tension between self-interest and cooperation, miscommunication, and misalignment of incentives. Game theory is a powerful and incisive tool to analyse these issues because it has been used extensively to address collective-action challenges, which are at the heart of most game-theoretical applications in the social sciences; moreover, solutions to these challenges must account for information manipulation and unintended consequences, which are core game theory concepts.  Collective-action problems are situations where the objectives of the whole society or collective are best served if its members take a particular action or actions; however, as these actions are costly, and one can free-ride on others  actions, individuals are disincentivized from cooperating. To solve these problems, game theory looks at how the strategic interaction among members can be improved to generate cooperation.  This course is designed for non-economics majors who want an accessible but also comprehensive and challenging introduction to the game-theoretic tools and principles essential for understanding the nature and possible solutions to collective-action problems without taking a standard game theory course. It is placed ideally within the Technology and Society basket, as it addresses social dilemmas and issues with conceptual or technological links to science.",,GE,"('Machine Learning', 'learn, will, course, this, with, students, that, machine, from, such', [('Project Management', 0.3040283), ('Algorithms and Numerical Methods', 0.17055647), ('Machine Learning', 0.41346815), ('Math and Statistics', 0.11194711)])",Machine Learning,"learn, will, course, this, with, students, that, machine, from, such","[('Project Management', 0.3040283), ('Algorithms and Numerical Methods', 0.17055647), ('Machine Learning', 0.41346815), ('Math and Statistics', 0.11194711)]"
460,SMU,Core Curriculum,COR2230,Self-respect in the Modern Digital Age,"This course will introduce students to contemporary philosophical issues at the intersection of ethics and digital technology.  Students will examine the impact developments in digital technology have on their conceptions of privacy, personal integrity, autonomy, and selfrespect.  This course will begin by introducing students to a collection of ethical lenses from which to assess some of the philosophical issues that arise in the contemporary age.  The issues we will consider include a person's right to privacy, political tribalism and trolling within the digital community, and prejudice and exclusion as it arises in technology.  The course will end with students evaluating paths forward for the future to ameliorate the issues that arise with a particular focus on the Singaporean context.",,GE,"('Project Management', 'will, with, business, this, course, students, market, financial, risk, analytics', [('Project Management', 0.3584172), ('Algorithms and Numerical Methods', 0.2534302), ('Machine Learning', 0.3514397), ('Math and Statistics', 0.036712937)])",Project Management,"will, with, business, this, course, students, market, financial, risk, analytics","[('Project Management', 0.3584172), ('Algorithms and Numerical Methods', 0.2534302), ('Machine Learning', 0.3514397), ('Math and Statistics', 0.036712937)]"
461,SMU,Core Curriculum,COR2406,French,"In this course for beginners, students will learn to understand and communicate in basic spoken French, along with developing their reading and writing skills. The instructor will use the communicative approach to language teaching, and the course will be conducted entirely in French.

In addition to learning the language, students will be introduced to French culture and customs, in particular those that are relevant to social and business interactions. Each student will receive a workbook and cassette accompanying the text for practice. In addition to these formal exercises, students will have the opportunity to practice their skills through roleplay of the common situations covered in each lesson, so that they will become comfortable speaking extemporaneously in French. The course will draw from a variety of French media such as radio and films, so that the class becomes accustomed to hearing different ways of speaking and is exposed to a variety of topics.",,GE,"('Algorithms and Numerical Methods', 'data, course, this, students, will, program, problems, methods, learn, science', [('Project Management', 0.30277845), ('Algorithms and Numerical Methods', 0.4363222), ('Machine Learning', 0.25779492), ('Math and Statistics', 0.0031044383)])",Algorithms and Numerical Methods,"data, course, this, students, will, program, problems, methods, learn, science","[('Project Management', 0.30277845), ('Algorithms and Numerical Methods', 0.4363222), ('Machine Learning', 0.25779492), ('Math and Statistics', 0.0031044383)]"
462,SMU,Core Curriculum,COR2407,Italian,"This is an elementary language course designed for beginners, focusing on intensive oral communication practice, with the aim to develop basic oral expression, listening, comprehension and elementary reading and writing skills.

Classes are conducted in Italian, based on oral-aural communicative activities: there will be an extensive use of role-plays, class debates, individual and group presentations, and songs listening.",,GE,"('Machine Learning', 'learn, will, course, this, with, students, that, machine, from, such', [('Project Management', 0.18109332), ('Algorithms and Numerical Methods', 0.2400579), ('Machine Learning', 0.42040142), ('Math and Statistics', 0.1584473)])",Machine Learning,"learn, will, course, this, with, students, that, machine, from, such","[('Project Management', 0.18109332), ('Algorithms and Numerical Methods', 0.2400579), ('Machine Learning', 0.42040142), ('Math and Statistics', 0.1584473)]"
463,SMU,Core Curriculum,COR2408,Spanish,"Spanish is the world's third most widely spoken language and the official language of Spain and 19 countries in the Americas . It acts as a vehicle of culture and means of access to over 350 million Spanish speakers including 35 million in the US whose economic and political influence is growing rapidly. The course objectives are to develop firstly, your ability to communicate in and comprehend Spanish, and secondly, your knowledge of Spanish-speaking peoples and cultures, which will prove invaluable in your travels, a BSM, student exchange, or possibly even your future career. Classes are geared towards participation and active communication in Spanish from the start. The course is challenging and requires considerable outside-class preparation, including using the Language Lab on a self-access basis.",,GE,"('Project Management', 'will, with, business, this, course, students, market, financial, risk, analytics', [('Project Management', 0.3651288), ('Algorithms and Numerical Methods', 0.28657168), ('Machine Learning', 0.32530287), ('Math and Statistics', 0.022996662)])",Project Management,"will, with, business, this, course, students, market, financial, risk, analytics","[('Project Management', 0.3651288), ('Algorithms and Numerical Methods', 0.28657168), ('Machine Learning', 0.32530287), ('Math and Statistics', 0.022996662)]"
464,SMU,Core Curriculum,COR2409,Malay for Business,"This course comprises 13 sessions and introduces a basic understanding of Malay for Business to learners who have no knowledge of the language. The course consists of many scenarios that may happen in a business and professional context. Topics taught in the course will help learners to be able to use Malay when with their colleagues, boss or clients. The scenarios are based in countries where Malay is used namely Malaysia and Singapore. The general objective of the course is for learners to have basic competency in the four language skills of listening, speaking, reading and writing using Malay for Business for their practical use in the working world.",,GE,"('Algorithms and Numerical Methods', 'data, course, this, students, will, program, problems, methods, learn, science', [('Project Management', 0.22227317), ('Algorithms and Numerical Methods', 0.42698658), ('Machine Learning', 0.34597728), ('Math and Statistics', 0.0047629746)])",Algorithms and Numerical Methods,"data, course, this, students, will, program, problems, methods, learn, science","[('Project Management', 0.22227317), ('Algorithms and Numerical Methods', 0.42698658), ('Machine Learning', 0.34597728), ('Math and Statistics', 0.0047629746)]"
465,SMU,Core Curriculum,COR2410,Italian for Business,"In today s globalised and interconnected world, being multilingual is an indispensable skill. The Italian diaspora is extensive and many Italian transnational companies (e.g., Luxottica, Gucci, Barilla, Ferrari, Ferrero, Menarini) are household names. You may find that speaking even basic Italian is the key to unlock many lucrative and valuable opportunities in your career.

Italian for Business is an advanced elementary language course, that builds on students  pre-existing basic knowledge of Italian. Students must possess a competent understanding of basic Italian grammar. The course is designed to intro-duce and assimilate students into the Italian-speaking business world.

Therefore, Italian for Business will introduce students to essential Italian business terminology and language used in professional settings. These diverse settings span from fashion to hospitality, from economics to business in trans-national companies.

The course will also examine cultural differences that are critical on the job such as work ethic, money and leisure too. Students will be able to confidently initiate and carry basic conversations in Italian during job interviews, or even effortlessly break the ice with their Italian colleagues.

Classes are highly interactive, and will incorporate the extensive use of discussions, role play, individual and group activities, writing, presentation, listening, and cross-cultural analysis. Additionally, local industry heavyweights with ties to Italian companies and prominent Italians business leaders, will share important life experiences and essential vocabulary with the class in a series of short guest appearances.",,GE,"('Project Management', 'will, with, business, this, course, students, market, financial, risk, analytics', [('Project Management', 0.36939833), ('Algorithms and Numerical Methods', 0.28421646), ('Machine Learning', 0.29959244), ('Math and Statistics', 0.046792742)])",Project Management,"will, with, business, this, course, students, market, financial, risk, analytics","[('Project Management', 0.36939833), ('Algorithms and Numerical Methods', 0.28421646), ('Machine Learning', 0.29959244), ('Math and Statistics', 0.046792742)]"
466,SMU,Core Curriculum,COR2411,Japanese for Business,"This course aims to equip students with skills and strategies in daily business-related settings. The course will focus on listening to and accurately understanding others, conveying one's opinions correctly, and working together to solve problems using real-life scenarios. By the end of this module, students will attain good communication skills to present themselves.",,GE,"('Project Management', 'will, with, business, this, course, students, market, financial, risk, analytics', [('Project Management', 0.4025234), ('Algorithms and Numerical Methods', 0.30033892), ('Machine Learning', 0.23134421), ('Math and Statistics', 0.065793484)])",Project Management,"will, with, business, this, course, students, market, financial, risk, analytics","[('Project Management', 0.4025234), ('Algorithms and Numerical Methods', 0.30033892), ('Machine Learning', 0.23134421), ('Math and Statistics', 0.065793484)]"
467,SMU,Core Curriculum,COR2412,Korean for Business,"This course provides students with Business Korean speaking, listening, reading and writing skills necessary to communicate in a business environment, such as during job interviews, interacting with colleagues, and making simple business calls. The students will learn the business knowledge required for the different business situations, and improve their job skills based on the basic Korean Communication skills.",,GE,"('Machine Learning', 'learn, will, course, this, with, students, that, machine, from, such', [('Project Management', 0.2847746), ('Algorithms and Numerical Methods', 0.33486396), ('Machine Learning', 0.374119), ('Math and Statistics', 0.006242394)])",Machine Learning,"learn, will, course, this, with, students, that, machine, from, such","[('Project Management', 0.2847746), ('Algorithms and Numerical Methods', 0.33486396), ('Machine Learning', 0.374119), ('Math and Statistics', 0.006242394)]"
468,SMU,Core Curriculum,COR2413,Spanish for Business,"It is meant to give students general business Spanish Language skills including vocabulary, reading, listening, grammar with great focus on communication skills to be able to work in Spanish across cultures. The Spanish taught is that from Spain but students will also be familiarized with Spanish of Latin American countries. The students will acquire the level A1-2 of the Common European Framework of Reference for Languages.",,GE,"('Machine Learning', 'learn, will, course, this, with, students, that, machine, from, such', [('Project Management', 0.3319295), ('Algorithms and Numerical Methods', 0.006246027), ('Machine Learning', 0.65452564), ('Math and Statistics', 0.0072988113)])",Machine Learning,"learn, will, course, this, with, students, that, machine, from, such","[('Project Management', 0.3319295), ('Algorithms and Numerical Methods', 0.006246027), ('Machine Learning', 0.65452564), ('Math and Statistics', 0.0072988113)]"
469,SMU,Core Curriculum,COR2414,Thai for Business,"Thailand and Singapore share many economic and cultural cross-border interactions with strong people to people ties. Business between the two countries has played an integral role contributing to the two countries  bilateral economic growth and cooperation as ASEAN members.

In any interaction (social or business), language is an important and effective tool to break the ice and build better relationships between individuals and organizations. The focus of the course is to strengthen the student s knowledge of basic Thai in the four language skills of speaking, listening, reading and writing with an emphasis on applying these skills in a business setting.

The course will provide students opportunities to learn, practice and sharpen their skills of oral presentation in both informal settings, such as social interactions (e.g., engaging in small talk) and also formal settings, such as giving a business presentation or participating in an interview.",,GE,"('Machine Learning', 'learn, will, course, this, with, students, that, machine, from, such', [('Project Management', 0.2897299), ('Algorithms and Numerical Methods', 0.1711842), ('Machine Learning', 0.5361283), ('Math and Statistics', 0.0029576363)])",Machine Learning,"learn, will, course, this, with, students, that, machine, from, such","[('Project Management', 0.2897299), ('Algorithms and Numerical Methods', 0.1711842), ('Machine Learning', 0.5361283), ('Math and Statistics', 0.0029576363)]"
470,SMU,Core Curriculum,COR2601,Urban Cultures,"This course conceptualises cities as spatial, political, economic and socio-cultural phenomena. Through interdisciplinary perspectives from anthropology, geography, political economy, planning and cultural studies, we will explore diverse case studies, problems, politics and perspectives. Students will explore the possibilities and challenges of urban life over time and space   the centrality, complexity, creativity and conflicts that cities embody. The examination of cities will encompass spaces of social and cultural order/disorder, problems of social difference and the possibilities of creative responses, and the challenges and evolving meaning of individuality and collectivity in dense population spaces. Students will also examine contemporary global alternatives and pay special attention in readings to the urban experience in Singapore as the metropolitan laboratory in which we are active participants in creating and shaping. Through readings, focussed questions, discussions and assignments, students are also invited to reflect on the privileges and demands of urban citizenship itself.",,GE,"('Project Management', 'will, with, business, this, course, students, market, financial, risk, analytics', [('Project Management', 0.45561525), ('Algorithms and Numerical Methods', 0.23751129), ('Machine Learning', 0.3034783), ('Math and Statistics', 0.0033951935)])",Project Management,"will, with, business, this, course, students, market, financial, risk, analytics","[('Project Management', 0.45561525), ('Algorithms and Numerical Methods', 0.23751129), ('Machine Learning', 0.3034783), ('Math and Statistics', 0.0033951935)]"
471,SMU,Core Curriculum,COR2602,Film in Southeast Asia,"Films are more than just entertainment products. As cultural materials, they provide insights to the historical narratives, politics, economy, and ideological complexities of societies. This course is designed to provide an interdisciplinary and visual approach to understanding Southeast Asia using films produced by Southeast Asians themselves. First, we will briefly explore the history of film in the region and discuss various methods of reading films as texts. Second, we will critically examine what Southeast Asian films reveal about colonialism, decolonization and nation-building, Cold War, and globalization in the region. Other topics also include, religion and violence, gender, race, class, democratization, and contemporary issues in Southeast Asian films.  Finally, we will assess the contemporary role and significance of films against the rapid technological disruptions taking place within Southeast Asian and beyond.",,GE,"('Project Management', 'will, with, business, this, course, students, market, financial, risk, analytics', [('Project Management', 0.5448551), ('Algorithms and Numerical Methods', 0.14132486), ('Machine Learning', 0.30933687), ('Math and Statistics', 0.0044831666)])",Project Management,"will, with, business, this, course, students, market, financial, risk, analytics","[('Project Management', 0.5448551), ('Algorithms and Numerical Methods', 0.14132486), ('Machine Learning', 0.30933687), ('Math and Statistics', 0.0044831666)]"
472,SMU,Core Curriculum,COR2603,Singapore: Imagining The Next Fifty Years,"The course content is jointly developed by professors from the six local universities and will be delivered using a blended learning approach.

Singapore is both a city and a country contained in a small geographical space located in Southeast Asia.  It houses a diverse population in terms of race, language, religion, class and nationality.  It possesses no natural resources, but has a highly educated labour force.  Its economy has experienced significant growth rates, particularly in the late 70s and early 80s, coupled with low unemployment. 

Like most other more developed economies, it now confronts a range of socioeconomic issues (rapidly ageing population, declining fertility rates, widening income inequality, rising costs of living) amidst increasing global competition, technological advancements, and security threats.  At the same time, Singaporeans have become more of a people with a stronger national identity, a greater propensity to participate in the decisions that affect the destiny of the country, and a wider range of views and voices on the future direction of Singapore, the challenges it confronts, and the strategies and means by which to achieve their preferred goal(s) for themselves, their children, and the country.",,GE,"('Machine Learning', 'learn, will, course, this, with, students, that, machine, from, such', [('Project Management', 0.4211555), ('Algorithms and Numerical Methods', 0.021021048), ('Machine Learning', 0.50187385), ('Math and Statistics', 0.05594959)])",Machine Learning,"learn, will, course, this, with, students, that, machine, from, such","[('Project Management', 0.4211555), ('Algorithms and Numerical Methods', 0.021021048), ('Machine Learning', 0.50187385), ('Math and Statistics', 0.05594959)]"
473,SMU,Core Curriculum,COR2611,Cultural History of the Cold War in Asia,"This course explores the Cold War through an in-depth and interdisciplinary analysis of the cultural materials, transformations, and modalities in Asia. First, we will explore the origins and historical background of the Cold War in Asia and examine key departures and convergences with the broader global narratives. Second, we will examine various aspects of culture - films, music, art, sports, fashion, education, among others and and probe into how the Cold War manifested in or can be analyzed through these cultural references and also to investigate how the cultural transformations, in turn, shape the nature of Cold War. Finally, we will evaluate contemporary Asian culture and identify the lasting legacies of the Cold War that still persist up until today.",,GE,"('Machine Learning', 'learn, will, course, this, with, students, that, machine, from, such', [('Project Management', 0.40744695), ('Algorithms and Numerical Methods', 0.07174285), ('Machine Learning', 0.51511127), ('Math and Statistics', 0.005698928)])",Machine Learning,"learn, will, course, this, with, students, that, machine, from, such","[('Project Management', 0.40744695), ('Algorithms and Numerical Methods', 0.07174285), ('Machine Learning', 0.51511127), ('Math and Statistics', 0.005698928)]"
474,SMU,Core Curriculum,COR2613,"Screening Asia: History, Society, and Politics in Films","Films are more than just entertainment products. As cultural materials, they provide insights to the historical narratives, politics, economy, and ideological complexities of societies. This course is designed to provide an interdisciplinary and visual approach to understanding Asia using films about Asia produced by Asians themselves as well as those films about Asia produced by non-Asian filmmakers. First, we will briefly explore the history of film in the Asian region and discuss various methods of reading films as texts. Second, we will critically examine what films reveal about the history of Asia - the period of colonialism, decolonization and nation-building, Cold War, and globalization in the Asian region. Next, we will explore contemporary topics and issues in Asia such as traditional and non-traditional security issues such as maritime issues, climate change, and migration, among others. Finally, we will assess the contemporary role and significance of films against the rapid technological disruptions taking place within Asia and beyond.",,GE,"('Project Management', 'will, with, business, this, course, students, market, financial, risk, analytics', [('Project Management', 0.50162834), ('Algorithms and Numerical Methods', 0.07657243), ('Machine Learning', 0.41834536), ('Math and Statistics', 0.0034538803)])",Project Management,"will, with, business, this, course, students, market, financial, risk, analytics","[('Project Management', 0.50162834), ('Algorithms and Numerical Methods', 0.07657243), ('Machine Learning', 0.41834536), ('Math and Statistics', 0.0034538803)]"
475,SMU,Core Curriculum,COR2614,Publics and Privates on The Pacific Rims,"In this course, we will explore spaces that might be marked as  publics  and  privates  in an area of the world popularly known as the  Pacific Rim.  Plotted around the geological formation of the  ring of fire,  the Pacific Rim is a geography of aspiration. The hope, for those who buy into this formation, is that integrating the markets of the Asia-Pacific in East and Southeast Asia and the west coast of the
Americas would result in world peace wrought by multicultural harmony brokered through trade. In such a market-driven region, we will explore how the terms  publics  and  privates  might be used to mark out different kinds of places, with both historical and contemporary case studies. The purpose of this course is to understand the cultures around the terms  public  and  private  as an asset to
comprehending how things might be done in this region.",,GE,"('Project Management', 'will, with, business, this, course, students, market, financial, risk, analytics', [('Project Management', 0.6653501), ('Algorithms and Numerical Methods', 0.15048541), ('Machine Learning', 0.108420454), ('Math and Statistics', 0.07574407)])",Project Management,"will, with, business, this, course, students, market, financial, risk, analytics","[('Project Management', 0.6653501), ('Algorithms and Numerical Methods', 0.15048541), ('Machine Learning', 0.108420454), ('Math and Statistics', 0.07574407)]"
476,SMU,Core Curriculum,COR2615,Finding Home in a Globalised World,"The contemporary world is usually described as  globalised.  Although some claim that this  global village  can be our home and that human life is improved by globalisation, others complain that the local sense of groundedness that they argue is essential to human flourishing is becoming harder to attain. In this course, we explore the big question of whether these two concepts   the global and the local   are really opposites and whether it is possible to find a home in a world that is global. These explorations will transpire through analysis and discussion of readings addressing economic, scientific, legal, philosophical, and aesthetic perspectives on the intersections of the global and local. By the end of the course, students will be expected to able to articulate their responses to whether they can find home in a globalised world by integrating the course material with their own personal experiences. This course should be of special interest to students embarking on endeavours that will take them far from home, as one objective will be for them to articulate what  home  is.",,GE,"('Machine Learning', 'learn, will, course, this, with, students, that, machine, from, such', [('Project Management', 0.41088334), ('Algorithms and Numerical Methods', 0.14793548), ('Machine Learning', 0.41591838), ('Math and Statistics', 0.025262764)])",Machine Learning,"learn, will, course, this, with, students, that, machine, from, such","[('Project Management', 0.41088334), ('Algorithms and Numerical Methods', 0.14793548), ('Machine Learning', 0.41591838), ('Math and Statistics', 0.025262764)]"
477,SMU,Core Curriculum,COR2616,Singapore and the Question of Cosmopolitanism,"This course employs an inter-disciplinary approach to study the development of conceptions of cosmopolitanism in the Singapore context from the pre-colonial era through the contemporary period. It is concerned with the local, regional and global influences that have shaped the evolving meanings of cosmopolitanism for Singapore and its inhabitants. In particular, the course explores how these evolving meanings of cosmopolitanism emerge from negotiations and contests between Singapore s leaders and peoples. Seminal events such as the founding of modern Singapore by agents of the British Empire, the Japanese occupation of Singapore during World War II, and the nationalist strivings of Singaporeans in the Cold War period, will feature prominently, as will debates over their significance and contribution to Singapore s identity as a cosmopolitan city.",,GE,"('Project Management', 'will, with, business, this, course, students, market, financial, risk, analytics', [('Project Management', 0.55178535), ('Algorithms and Numerical Methods', 0.052841194), ('Machine Learning', 0.3905224), ('Math and Statistics', 0.0048510507)])",Project Management,"will, with, business, this, course, students, market, financial, risk, analytics","[('Project Management', 0.55178535), ('Algorithms and Numerical Methods', 0.052841194), ('Machine Learning', 0.3905224), ('Math and Statistics', 0.0048510507)]"
478,SMU,Core Curriculum,COR2617,Twentieth Century Southeast Asia: A Playground for Empires?,"This course explores major events and developments in Southeast Asia s encounter with empires in the twentieth century. Students will learn to critique the involvement of western and Asian colonial powers in the Southeast Asian region, paying particular attention to the responses of Southeast Asian peoples. More than simply a political and diplomatic history, or a study of international relations, this course focuses on how culture race, religion and gender shapes the region s encounter with western and Asian powers. Seminal events that will feature in this course include the rise of communism in Europe and China, the ascension of the Japanese Empire, the outbreak of the Pacific War, the neo-colonial/ recolonization efforts of the European powers, the surge in Southeast Asian nationalism that intertwined with the Cold War, and major developments in the post-Vietnam War era.",,GE,"('Project Management', 'will, with, business, this, course, students, market, financial, risk, analytics', [('Project Management', 0.41948003), ('Algorithms and Numerical Methods', 0.032186836), ('Machine Learning', 0.37028152), ('Math and Statistics', 0.17805164)])",Project Management,"will, with, business, this, course, students, market, financial, risk, analytics","[('Project Management', 0.41948003), ('Algorithms and Numerical Methods', 0.032186836), ('Machine Learning', 0.37028152), ('Math and Statistics', 0.17805164)]"
479,SMU,Core Curriculum,COR2618,"Food Cultures - Are We What, Where and How We Eat?","This course conceptualizes food and food consumption as a deeply spatial, political, economic and socio-cultural phenomena. Through interdisciplinary perspectives from anthropology, geography, political economy, sociology and cultural studies, we will explore diverse case studies, problems, politics and perspectives about food. Students will interrogate the centrality, complexity, creativity and conflicts surrounding food over societies, time and space. The examination of food, with particular attention to Singapore, will encompass discussions on issues including the ethics of food production/consumption, patterns of diet and dieting, the politics of sustainable food production, and hybrid food cultures. Students will also examine contemporary global responses to the global food shortage and pay special attention to food cultures in Singapore as the metropolitan kitchen in which we are active participants. Through readings, focused questions, discussions and assignments, students are also invited to reflect on their own patterns of food consumption.",,GE,"('Machine Learning', 'learn, will, course, this, with, students, that, machine, from, such', [('Project Management', 0.374379), ('Algorithms and Numerical Methods', 0.21092369), ('Machine Learning', 0.41122591), ('Math and Statistics', 0.0034713687)])",Machine Learning,"learn, will, course, this, with, students, that, machine, from, such","[('Project Management', 0.374379), ('Algorithms and Numerical Methods', 0.21092369), ('Machine Learning', 0.41122591), ('Math and Statistics', 0.0034713687)]"
